0.05,4.0  
0.1,2.0  
0.15,6.0  
0.2,4.0  
0.25,2.0  
0.3,2.0  
0.35,3.0  
0.4,6.0  
0.45,11.0  
0.5,9.0  
0.55,4.0  
0.6,1.0  
0.65,16.0  
0.7,43.0  
0.75,41.0  
0.8,33.0  
0.85,22.0  
0.9,40.0  
0.95,76.0  
0.81,73.0  
0.82,24.0  
0.83,41.0  
0.84,68.0  
0.85,28.0  
0.86,40.0  
0.87,21.0  
0.88,68.0  
0.89,69.0  
0.9,64.0  
0.91,49.0  
0.92,59.0  
0.93,51.0  
0.94,60.0  
0.95,80.0  
0.96,75.0  
0.97,73.0  
0.98,85.0  
0.99,80.0  
